"text","hate"
"Gayunman, disidido si Elena na sampahan niya ng kasong statutory rape sa Rizal provincial prosecutors office ang ama na ngayon ay nakakulong na sa Taytay police station",0
"@yenalegado ayaw Nila yung buhay ni Binay nyayyy #ABSCBNZEROINTEGRITY",1
"***Source: Cassandra Mae Narciso GirasolStay updated with the latest news and trends by hitting the LIKE button.",0
"Sheeeet! Eto na naman ang ad campaign ni #Binay #PunyetaKaBinay #UmitimKaSanaLalo",1
"Marami rin ang nais magpaabot ng tulong para sa lalaki at kanyang pamilya.",0
"Sinong pulitiko ang sobrang bobo matatawa ka na lang sa hitsura?

Sino pa? Si Jejomar Binay!",1
"""Hindi ako makapaniwala na meron palang mga halang na kaluluwa na kayang sirain ang imahe ng isang tao para lang magmukhang Santo ang kanilang ini-idolo,"" banat ni Piñol.",1
"Why is there a Binay political ad like wth NOGNOG?",1
"Sa mga Botante, tignan nyo yung mga balota nyo maigi. May kumakalat na magkadikit pangalan ni Duterte at Roxas. Baka mapunta kay Roxas boto.",1
"@DreaSostomo ogey, nognog pandak laki sa hirap pero hindi katulad ng iba maraming nagawa yan si Binay. Kaya kay binay ka nalang umasa????",1
"Ang pag-aaral at pagkakaroon ng edukasyon ay ang tanging kayamanan na hindi mananakaw sa atin ninoman.Photo credit Aldrean Paul AlogonAng bawat magulang ay walang ibang hangad kundi ang mapabuti ang kinabukasan ng kanilang mga anak.",0
"Bobo nalang boboto kay Poe, Mar, and Binay ????",1
"Ang gusto ng ating presidente ay magastos ang pondo ng PCSO para sa mga beneficiary ng social programs ng gobyerno, hindi para gawing gatasan at alkansya ng mga corrupt na officials.",0
"Naninira nanaman sila. Kapit lang VP Binay! #OnlyBinay",1
"jejomar binay — vice president sa umaga , di makita sa gabi / dilim _",1
"Sa panahong ito, mas lalo nating bigyan ng pagpapahalaga at pasasalamat ang ating mga frontliners kasama na dito ang mga masisipag na mga delivery riders na patuloy parin ang pagbibigay serbisyo at pagbabanat ng buto para sa atin kahit paman sa banta sa kanilang kalusugan.",0
"Magiging Binay na ako sa init...",1
"""""Ang angkang pinagmulan at estado sa buhay ay hindi dapat gamitin upang bastusin ang batas at apakan ang karapatan ng iba, that is why I salute those policemen for showing who the better persons are.",0
"Tangina ka Enrile. Di naman masyadong halatang solid binay supporter ka. #MamasapanoSenateHearing",1
"Si Poe daw ay kasabwat ni Trillanes. Si Roxas daw ay mandaraya ng vcm. Lahat ay black propaganda. Si leni ay tuta ni Mar.",1
"Magugunita na inirerekomenda ng gobyerno ng China na gamitin ang Avigan (Generic Name: Favipiravir) para panlaban sa covid-19 infections.",0
"Mar Roxas: ""Daang Matuwid is all of us. Magpatuloy tayo tungo sa kaunlaran."" #RoxasNa https://t.co/ytceadjvoS https://t.co/VsYqM3rHl9",0
"Yung nasa likod nung nagtatanong jusko pasimple pakita nung sticker ni grace poe. ULOL WAG DITO TANGINA MO KANG BABAE KA",1
"so, andito paLa si VP Binay sa hinunangan ???? 
chos! ano na namn ang iboboLa mo samin :3 ????????",1
"""Impeachment of Madam Leni Robredo is one of the moves being considered...",0
"pak u mar roxas! Nakaka inis yang ad mo. Pak u ulit ??????????",1
"VP Binay, kung matindi ang traffic sa EDSA, bakit hindi mo inayos kahit papaano? Eh VP ka naman ng Pilipinas? Hindi kami tanga, Binay! ??",0
"Binunyag din ni Tulfo na maski siya ay nakaranas ng pang-aabuso sa kamay ng kanyang guro.",0
"Wag sila magdahilan na ngayon lang yan dahil marami ako nabasa sa gc!!!",0
"Kwento niya, nilapitan siya ni Mang Ruben Verches at iprenisinta ang kanyang serbisyo sa pagawa ng mga signages ng mga establisyemento at katunayan siya din umano ang gumawa sa katabi nitong Laundry Shop.",0
"""Kung ano-anong pinag-isip... nandoon sa presohan si De Lima.",1
"Maari mo rin markahan ang Rambolito, kung gusto mong laruin ang EZ2 system bet.",0
"Patuloy ni Abe, respetado umano ng maraming pulitiko si Quiboloy sa ating bansa at maging sa abroad.",0
"Only Binay lalalalala",1
"Hindi naman nagustuhan ng isang netizen ang patutsada ng aktor kaya minura din nito ang Kapamilya talent.",0
"Wala rin pong legal basis ang pagtulong sa pag-repair ng inyong mukha,"" buwelta ni Go.",1
"kaya tayong mga pilipino madalas natin marinig na mukhang pera at manloloko.",0
"Nognog, pandak pero hindi si Binay. Don't me. ????",1
"Totally dine-deny ko lang talaga 'yan, kasi bakit ka magsasalita ng kung ano-ano?",0
"Alam niya ang aking mga puna.",0
"RT @ChristineRufila: Bakit ang plastic ni Binay.",1
"VP Binay got caught handling an envelope to a voter--- a meme spreading on Facebook just to get votes. Let's be wary of VP Binay.",0
"Sen. Alan Peter Cayetano on Friday accused Malacañang and the camps of presidential candidates Manuel “Mar” Roxas... https://t.co/bLAB37uATt",0
"Narito ang kanyang buong post: Hello po Sir #raffytulfoinaction Gusto ko Lang po Sana na matulungan nyo po Ang kawawang kalagayan nato.",0
"Kung tumama ang inyong 2-number combination (in exact order), maari kang manalo ng P4,000.",0
"I doubt Poe, Binay, &amp; Roxas can contain the ongoing conflicts in Mindanao. They're only interested in their capitalist utopia.",1
"RT iambertramirez: Cayetano to Binay: Pagsinabi niyang itigil ang corruption? Kaya bang itigil ng corrupt ang corruption? PhilippineStar",1
"Luh papanong pangalawa si Mar Roxas? ?? #Election2016",1
"Puwede tayong mag host kahit olympics sa stadium na ito.",0
"Bunsod nito, tila naging instant celebrity ang lalaki matapos mag-trending ang kanyang mga larawan kung saan mapapansin syang kinukuhanan ng litrato habang hawak nya ang papeles ng bagong biling sasakyan.Sa Facebook post ng netizen na si Hannah Nicole Febra makikita ang mga larawan ng lalaki pati ng kanyang motor na may caption na ""Isang hamak lang na pulubi!!",0
"Binay is the center of bully for this night ORAYT!",1
"@joyceinheels @iamdocAR @cocoy Binay Trying hard to win coz his next hacienda will be Bilibid Prison together w/ Junior,his wife &amp; others",1
"Ipinaliwanag naman ng Inter-Agency Task Force for the Management of Emerging Infectious Diseases na mahihirapan ipatupad ang social distancing kung papayagang magsakay ang tricycles.",0
"Photo from Wikipedia ""Ito lang yata ang Airport na may 2nd floor, walang pababa, puro paakyat.",0
"Pinatituluhan Niya ang lupa Ng aking nanay Ng walang pahintulot Ng aking nanay, at ngayon pilit kaming pnapalayas Ng sarili Kong kapatid.""",0
"Hindi naman mapigilang maawa ang guro sa kalagayan ng kanyang batang estudyante at kapatid nito, ngunit sa kabila ng nakakaawang kalagayan ng mga bata ay labis naman ang paghanga ng guro, ganoon na din ang mga netizen sa ipinapakitang kasipagan ng batang estudyanteng ito.",0
"@gringo_honasan bkit ka nkipagalyansa sa isang CORRUPT at MAGNANAKAW sa gobyerno na c Binay",1
"VP #Binay: How did you become an EXPERT in CORRUPTION?
https://t.co/fj5WuTLEj3 https://t.co/Mz6W2l1h1O",1
"Accountancy tapos ganun dapat yung grade.",0
"RT @PhilippineStar: LP standard bearer Mar Roxas on Comelec rift: They are mature people. they can solve it on their own. | @alexisbromero",0
"RT @jicobanana: ""liars go to hell"" wag mag taka kung bakit sunog si binay :)",1
"RT @tatancast: Binay Ad:

Desperate Binay Desperately Seeking the Desperate.

#tsk
#PH2016",1
"Pero buti naalala ko at pinagmumura ko yung Gcash Cares na yun.",0
"As such, there is a need to identify the same as belonging to the Philippines.",0
"Why the heck would you let MAR ROXAS AND BINAY HAVE GREATER VOTES THAN MIRIAM?",1
"Batas laban sa pambabastos sa mga lantad na at sa mga halata ( dahil marami pa rin ang mga di nagpapahalata at nagladlad ) the same way na huwag din sila mambastos sa kahit kanino lalo na pag may makitang sexy at gwapo.",0
"Source: 1, 2",0
"Ang teacher po na ito ay hindi totoong nasuspinde at hindi nasibak.",0
"Mar Roxas, di ko na alam ung sasabhin ko sayo. Sguro meron pero dlawa lang. PUTANGINA MO!",1
"@ajheib @yssabinay @Pattressyyaa oo nga eh hahaha daya yan si binay",1
"MADAYA SI MAR ROXAS #Election2016",1
"I thought hecklers were already excorted out of the venue,why isn't VP Binay isn't excorted out?",1
"I hate childish people, lalo na si trillanes and roxas...",1
"VP BINAY dahil gigil po ako sayo, ito para sayo... TANG INA MO PO! CAPS LOCK para damang dama mo! Di ka nakakatuwa VP!",1
"Baket sbi ni mar roxas daang matuwid daw?? Baket ang baguio paliko liko hindi matuwid?? ??????",1
"First time ko magrereact tungkol dito. Feeling ko si Poe ang mananalo dahil mahahati ang votes kay Duterte and Miriam. Pero wag naman sana ??",0
"Ang siste, na-hold daw ang bagahe ni Santos sa airport sa Malaysia na naglalaman ng US$ 28 milyon.",0
"Pero nung nalaman kong palaboy at sa ilalim lang pala ng flyover yung sinasabi nyang pwesto nya tapos yung mga gamit at signage maker box nya at iniipon dw nyang mga kalakal eh kinuha ng mga sweepers mejo nakaramdam ako ng awa kaya parang tulong ko na lang din sa kanya.",0
"But atleast we got Poe and Roxas vs the devil's spawn Binay. #twoarebetterthanone",1
"Pakshet ka Mar Roxas ??",1
"Binay di ka qualified!! Assuming ka naman masayado mas qualified ka maging magnanakaw.",1
"Yung boto kay roxas and binay halatang daya na lang e para di sila mapahiya??",1
"e.g. DO NOT VOTE BINAY!
#2016PHVote 
pls RT https://t.co/7V0bJyWMS9",0
"ABS-CBN Advertisement Against Mar Roxas - Duterte https://t.co/Oz5kzv8atQ",0
"So ""anak ni Mar"" pala itong si DJP.
Won't be surprised if ""Nese Iye Ne Eng Lehet"" will be Mar Roxas' campaign jingle.

#NoToMarRoxas #NoToLP",1
"First Executive Order of a Binay presidency?

Reverse the ""walang wangwang"" policy",1
"Dahil dito ay nasaktan si Nicole at naisipan na i-unfriend na lamang ang kanyang asawa sa Facebook.",0
"wala ng libre binay lelang mo hays",1
"how can Binay even look mike in the eyes. such an expert liar. #WantedPresident",1
"RT @ItsmeAprilPadua: Only binay can lighten dark spots, MAY IGAGANDA PA PALA AKO  ?? ?? ??",1
"""Then after the election three months pa lang, kasama ang mga komunista, ang mga yellow ngayon may ginawa namang propaganda si Pulong drug.. Pati ako,"" sabi ng Presidente Banat pa ng Presidente, bakit siya makikhalo sa droga kung inuubos niya na ang mga durugista.",1
"WTF! Seryoso? Second Place talaga si Mar Roxas sa unofficial tally ng Comelec? My gaaaad! I hate drugs!",1
"So how can you wage a war without fighting?",0
"Umupo ka sa kama o lumuhod ka at kausapin mo ang Diyos kasi ang mga bata-bata ng Diyos andiyan sa labas, madidisgrasya ka talaga...",1
"My shit list of politicians who should be vanished from the Philippine gov't forever: Binay, Sotto, Enrile",1
"I can't believe I used to like ABSCBN worst station, u disgust me to the inner core DUTERTE TILL THE END",1
"Daang Matuwid si Duterte o Mirriam Santiago lang makakabigay nyan. Oh come on.",1
"Trillanes, mas natatakot umano kay Duterte dahil sa mga pagpatay kaysa kay VP Binay na tinawag niyang ""magnanakaw"" #DZMMTeleIkawNaBa | via …",1
"Ayon sa balita ni Zhander Cayabyab ng ABS-CBN news, galing sa inuman ang babae sa Project 6 Quezon City gabi ng Oktubre 5, nag-book ito ng Angkas pauwi sa kanila sa Eastwood.",0
"Samantala, isa namang dayuhan na complainant din sa programa ni idol ang nag-abot ng tulong para kay Joco nang makita ito.",0
"It's scary to think that all problematic ballots show votes going to Mar Roxas. #Halalan2016 #Election2016",1
"This online selling site allows third-party retailers to sell their products through the shopping website.",0
"@stnhpgmd pinaka-oa ang binay ads",1
"Elang afraid of #NOGNOG (Binay's Advertisement)

Elang say's: si gay2x, si n0gn0g.. https://t.co/6Ps5kcT2EK",1
"patawa talaga tong si binay. ni hindi ka nga namin naramdaman nung vp ka e. hayuuuup",1
"This ""nognog"" commercial of Binay is so irritating. ??",1
"Expectations..
1. Duterte
2. Miriam
3. Poe
4. Binay
5. Roxas

Pero bakit ganun? #Bobotante #ElectionResults #MIRIAMforPRESIDENT",1
"RT @sultanakisah: ONLY BINAY. PARANG JUST JULIA. GANERN? ?????? #cant",1
"hnd na maniniwala mga tao sa inyo panira sa ginagawang mabuti ng administrasyon..wala pa sa kalingkingan ang nagawa ng amo mo kumpara sa 3yrs mahigit ni tatay digs.!",0
"Hala si Binay??? Hahaha.",1
"Siya ay 58 years old na sa taong ito.",0
"@ANCALERTS : #Duterte does not based his candidacy to Poe 8's about the PH Constitution. #respect the #Law",0
"Sorry but we won't vote for a womanizer/trashtalker/killer.
Still, Go Grace Poe!",1
"Ngunit todo tanggi ang Sarah at hindi raw ito kotse ni kuya Yves.",0
"Kaya na stress ako ng bongga dahil ang naisip ko agad ay na modus kami.",0
"Kwento ni Ocampo, nakita niya raw kasi na marami ang gustong bumili na taga malayong lugar kay Lolo.",0
"""Ngayon ko lang kaya magsalita.",0
"Umamin din si beteranong broadcaster na masyadong malupit ang kanilang naging desisyon sa isyu.",0
"Nakakainis tong TV ad ni binay. Paawa effect",1
"Kainis mukha ni Binay. Luuh! Sge maglibot ka buong Pilipinas ala Dora . #NoToBinayThis2016",1
"Normal sa isang nagdadalang tao ang pagdaan sa paglilihi.",0
"Gayunpaman, kahit anong hirap ng trabahong pagtatanim ay balewala ito sa mga magigiting na magsasaka basta maitawid lamang ang pang araw-araw na pangangailangan at may maiuwing pagkain para sa pamilya.",0
"traffic!!!! only binay only binay, sino pa ba? only binay... tangina!",1
"Kumakalat ngayon sa social media ang mga larawan ng isang foreigner at kanyang anak na palaboy-laboy sa kalsada.",0
"RT @ohohdjford: Anong nababalitaan ko si Mar Roxas daw i-endorse ni DJ? No way pls.",1
"Laban sa kahirapan.Iyan ang ginagawa ni Binay !
#OnlyBinayPriority4Ps",0
"""Ang gusto ko talagang sabihin sa inyo is 'wag na 'wag kayong sumukong mangarap.",0
"I swear, hindi ka mananalo! Ramdam na ramdam ko. Pak u mar roxas ????????",1
"yung mga kababayan nating lugmok na sa kahirapan at talaga namang wala ng mapagkukunan ng makakain sa pang araw-araw.",0
"I can memorize Binay's ad now. Hahahahaha Baka nga ako na papalit dun sa boses e.",0
"Ano ba ginagawa ni PNoy?? Is he sabotaging MarRoxas??? Parang naniniwala n ako n ??OnlyBinayOnlyBinay??????????????",1
"Napanuod ko advertisment ni Mar Roxas, gusto ko ng ilipat yung channel, ugh nakakaburyo.",1
"Daang matuwid = Mar Roxas ? Pwede ba...huwag ako..iba na lang Mar lokohin nyo.",1
"Gayunman, ginagawa po namin ang lahat ng hakbang upang makarating tayo doon sa lalong madaling panahon.""",0
"Yung totoo Pnoy, Presidente ka na or Campaign Manager ni Sec. Mar Roxas?????
LET THE PEOPLE DECIDE
#LunetaDuterteCayetano",1
"Unlimited KFC fried chicken, sides and desserts?",0
"May isang gabe nakalimutan ko kung kailan.",0
"RT @MMelissatolosa: Mukang kokey talaga si Binay. Tangina! Hahaha",1
"Mom: yko na matulog, yko na mangampanya ????basta may pnag uutos pa sya, dko na maalala kung ano pinag uutos ni Mar Roxas. 

HAHAHAHHAA",1
"""I still cannot understand how many can hurt others like it is nothing to them, even when those they hurt couldn't even THINK of hurting other people for no reason except to do so.",0
"Romulo Macalintal, abogado ni Leni Robredo, na gamitin na lang ang ballot images o larawan ng bawat balota na kinuha ng makina upang mapabilis diumano ang protesta.",0
"Binay: We need 'daang malapad at mabilis' https://t.co/oVusgVq3Pf https://t.co/rr5tZWKbhT",0
"Ngunit sa pamamagitan ng palo, sila'y matututo.""",0
"Look at Binay, he owned up to his nog-nog persona--he used it to his advantage. Pero corrupt parin e.",1
"1 sinungaling, 1 bagito 2 masakitin na matanda, saan ako lalagay? Doon na sa sigurado #MarWithAPlan #RoxasRobredo https://t.co/iA8id5Pi8g",1
"Akala ko na nasa 260M+ lang ang pera nila ayon kay Nancy Binay. Hmmm.. Nakalikom agad sila 300M from supporters? https://t.co/iftPHFhKyJ",0
"Malapit na ang eleksyon. Ang daming nagtatransform. Hi vp binay :)",1
"Shet. Ginagamit ni #Binay ang class card against #Du30. It's super effective!",1
"RT @markAlvinSNTS: Only Binay  Only Binay
STFU!!!!!
PAKER KA PO! HAYUP !",1
"PUTANG INA TO MGA TO !! KAYA WALA NANG PAGASA PILIPINAS DAHIL SA MGA GANITO ?! TAPOS SASABIHIN NI MAR ROXAS... https://t.co/v4GU8PiE1h",1
"Mahirap naman talaga si Binay. Mahirap paaminin na nakaw ang yaman niya.  https://t.co/NbekKJ8F0y",1
"Sa pagtakbo ni Duterts, lalo lang nyang ipinapanalo si Binay. Hay nako!",1
"""Kwento naman ni Juliet na kung minsan ay habang pumapasok sa trabaho ang Ate niya, sila ni Mang Danny ang naiiwan sa bahay at magkatulong sa pagbabalat ng mga mais.",0
"Ano ba naman yan Mar Roxas. Umay na ha",1
"@madrigalisshi TOTOO YAN ???? SAWA NA AKO SA KADIKLUMAN KANG CAMPAIGN NI BINAY ???????? JOKE HAHAHAHAHAHAHA",1
"Final testing on PCOS reveals that even with an abstain it counts a vote for Mar Roxas. How dare you COMELEC if you still deny this!!! ??????",1
"Nognog, Pandak. Anak daw ako ni binay.:( Hindi kaya. Nakaka hurt ka ng feelings. Sapakin kita jan @emangsat19 eh.!",1
"VP Binay: Galing ako sa mahirap kaya alam ko kung paano maging mahirap. #cebuvote2016 #BilangPilipino https://t.co/RUWariil20",0
"Ilan sa mga nagmamalasakit na sundalo ang nasawi dahil sa kabalbalan ng mga rebeldeng komunista.",0
"Wag ka lang manalo Binay, nakatulong kana sa pilipinas",1
"Hala! Napanood ko na yung ad ni Binay!!",1
"""Nung kainitan niya ay hindi ko siya nilubayan, ngayon pa na medyo lupaypay na.",0
"Was VP Binay part of the process that lifted 7.7M Filipinos from poverty? Where was VP Binay these past 5 years? What did he do? #politicsph",0
"Only Binay ?????? tadu!!!!",1
"Noong bago pa lang sila mag-asawa ni mama nakita ko ang mga pictures namin dati.",0
"Funeral details will be announced in the next days.",0
"""Kung ako presidente kunin ko yan.""
-Duterte to Cayetano

""kung ano presidente ipapapatay ko yan.""
-Me to Binay

Tanginang paawa yan.",1
