ID,ENG,FIL,polarity
906,crusade,krusada,positive
907,crusader,crusader,positive
908,cry,sigaw,negative
909,culpable,dapat sisihin,negative
910,cuplrit,cuplrit,negative
911,cumbersome,pahirap,negative
912,cure-all,gamutin-lahat,positive
913,curious,kataka-taka,positive
914,curiously,pausisa,positive
915,curse,sumpa,negative
916,cursed,nasumpa,negative
917,curses,curses,negative
918,cuss,mura,negative
919,cute,nakatutuwa,positive
920,cutthroat,mamamatay-tao,negative
921,cynical,mapang-uyam,negative
922,cynicism,pangungutya,negative
923,damn,mapahamak,negative
924,damnable,kasumpa-sumpa,negative
925,damnably,damnably,negative
926,damnation,pagsumpa,negative
927,damned,sinumpa,negative
928,damning,nakakapinsala,negative
929,dangerousness,dangerousness,negative
930,dangle,lumawit-lawit,negative
931,dare,maglakas-loob,positive
932,daring,walang takot,positive
933,daringly,daringly,positive
934,darling,sinta,positive
935,darn,nagsulsi,negative
936,dashing,masigla,positive
937,dastard,tuso,negative
938,dastardly,parang tuso,negative
939,daunt,magpawala,negative
940,daunting,daunting,negative
941,dauntingly,dauntingly,negative
942,dauntless,walang takot,positive
943,dawdle,magtamad-tamaran,negative
944,daydream,mangarap ng gising,positive
945,daydreamer,daydreamer,positive
946,daze,mawalan ng ulirat,negative
947,dazed,masilaw,negative
948,dazzle,silawin,positive
949,dazzled,dazzled,positive
950,dazzling,nakasisilaw,positive
951,deadbeat,deadbeat,negative
952,deadlock,kawalan ng pagkakasundo,negative
953,deadweight,kabigatan,negative
954,dear,mahal,positive
955,dearth,pagdarahop,negative
956,debacle,debacle,negative
957,debase,magpababa,negative
958,debasement,pag-unti ng galing,negative
959,debaser,debaser,negative
960,debatable,mapagtatalunan,negative
961,debate,debate,negative
962,debauch,pasamain,negative
963,debaucher,debaucher,negative
964,debauchery,marawal na pamumuhay,negative
965,decadence,panghihina,negative
966,decadent,dekadent,negative
967,decay,pagkabulok,negative
968,decayed,bulok,negative
969,deceit,panlilinlang,negative
970,deceitful,mapang-ulol,negative
971,deceitfully,deceitfully,negative
972,deceitfulness,kamadayaan,negative
973,deceiving,deceiving,negative
974,deceive,linlangin,negative
975,deceiver,magdaraya,negative
976,deceivers,deceivers,negative
977,deception,daya,negative
978,deceptive,mapanlinlang,negative
979,deceptively,deceptively,negative
980,declaim,magtalumpati,negative
981,decrepit,matanda at mahina,negative
982,decrepitude,kahunaan,negative
983,decry,masamain,negative
984,dedicated,dedikado,positive
985,deduce,mahinula,neutral
986,deep,malalim,positive
987,deeply,buong kataimtiman,neutral
988,deepening,deepening,negative
989,defamation,paninirang-puri,negative
990,defamations,defamations,negative
991,defamatory,naninirang-puri,negative
992,defame,magbintang ng hindi totoo,negative
993,defective,may sira,negative
994,defender,tagapag-adya,positive
995,deference,pitagan,positive
996,defiance,paglaban,negative
997,defiant,matigas ang ulo,negative
998,defiantly,defiantly,negative
999,defile,marungisan,negative
1000,defiler,defiler,negative
1001,definitively,definitively,positive
1002,defrauding,defrauding,negative
1003,deft,sanay,positive
1004,defunct,patay na,negative
1005,defy,suminsay,negative
1006,degenerate,masamang tao,negative
1007,degenerately,degenerately,negative
1008,degeneration,pagkabulok,negative
1009,degradation,marawal na kalagayan,negative
1010,degrade,pababain ang sarili,negative
1011,degrading,nanghihiya,negative
1012,degradingly,degradingly,negative
1013,dehumanization,dehumanization,negative
1014,dehumanize,magpalupit,negative
1015,deign,pagindapatin,negative
1016,deject,ikalungkot,negative
1017,dejected,walang sigla,negative
1018,dejectedly,dejectedly,negative
1019,dejection,kawalang-sigla,negative
1020,delectable,kaiga-igaya,positive
1021,delicious,masarap,positive
1022,delight,galak,positive
1023,delighted,delighted,positive
1024,delightful,kasiya-siya,positive
1025,delightfully,delightfully,positive
1026,delightfulness,delightfulness,positive
1027,delirious,nahihibang,negative
1028,delirium,pagkahaling,negative
1029,delude,dayain,negative
1030,deluded,deluded,negative
1031,delusion,kahibangan,negative
1032,delusional,delusional,negative
1033,delusions,delusyon,negative
1034,demand,pangangailangan,both
1035,demean,kumilos,negative
1036,demeaning,demeaning,negative
1037,demise,pagpapamana ng ari-arian,negative
1038,demon,demonyo,negative
1039,demonic,ng diyablo,negative
1040,demonize,demonize,negative
1041,demoralize,pahinain ang loob,negative
1042,demoralizing,demoralizing,negative
1043,demoralizingly,demoralizingly,negative
1044,demystify,demystify,positive
1045,denial,pagtanggi,negative
1046,denigrate,manirang-puri,negative
1047,deny,itanggi,negative
1048,denounce,tumuligsa,negative
1049,denunciate,denunciate,negative
1050,denunciation,pagsasalita laban sa,negative
1051,denunciations,denunciations,negative
1052,deplorable,malungkot,negative
1053,deplorably,deplorably,negative
1054,deplore,pagsisihan,negative
1055,deploring,deploring,negative
1056,deploringly,deploringly,negative
1057,deprave,pasamain,negative
1058,depraved,mahalay,negative
1059,depravedly,depravedly,negative
1060,deprecate,magtakwil,negative
1061,depressed,nalulumbay,negative
1062,depressing,mapagpahirap,negative
1063,depressingly,depressingly,negative
1064,deprive,bawian,negative
1065,deprived,deprived,negative
1066,deride,mang-uyam,negative
1067,derision,pang-uuyam,negative
1068,derisive,mapanukso,negative
1069,derisively,derisively,negative
1070,derisiveness,derisiveness,negative
1071,derogatory,mapanira,negative
1072,desecrate,magwalang-galang,negative
1073,deserve,marapat,positive
1074,deserved,marapat,positive
1075,deservedly,karampatan,positive
1076,deserving,karapat-dapat,positive
1077,desert,disyerto,negative
1078,desertion,pagtakas sa hukbo,negative
1079,desiccate,magpatuyo,negative
1080,desiccated,desiccated,negative
1081,desirable,kanais-nais,positive
1082,desire,pagnanais,positive
1083,desirous,mapagnais,positive
1084,desolate,hindi masaya,negative
1085,desolately,desolately,negative
1086,desolation,lagim,negative
1087,despair,kawalan ng pag-asa,negative
1088,despairing,despairing,negative
1089,despairingly,nang walang pag-asa,negative
1090,desperate,wala nang pag-asa,negative
1091,desperately,desperately,negative
1092,desperation,pagkawalang-taros,negative
1093,despicable,kasuklam-suklam,negative
1094,despicably,despicably,negative
1095,despise,pag-alimura,negative
1096,despised,kinamuhian,negative
1097,despite,sa kabila ng,negative
1098,despoil,mang-agaw,negative
1099,despoiler,despoiler,negative
1100,despondence,kalumbayan,negative
1101,despondency,kawalang pag-asa,negative
1102,despondent,walang pag-asa,negative
1103,despondently,despondently,negative
1104,despot,punong malupit,negative
1105,despotic,despotiko,negative
1106,despotism,despotismo,negative
1107,destabilisation,destabilization,negative
1108,destinies,destinies,positive
1109,destiny,kapalaran,positive
1110,destitute,aba,negative
1111,destitution,pagdarahop,negative
1112,destroyer,destroyer,negative
1113,destructive,mapanira,negative
1114,desultory,magulo,negative
1115,determination,pagtitika,positive
1116,detest,kamuhian,negative
1117,detestable,kasuklam-suklam,negative
1118,detestably,detestably,negative
1119,detriment,kapinsalaan,negative
1120,detrimental,pumipinsala,negative
1121,devastate,ganap na sumira,negative
1122,devastated,devastated,negative
1123,devastating,nagwawasak,negative
1124,devastatingly,devastatingly,negative
1125,devil,satanas,negative
1126,devilish,parang demonyo,negative
1127,devilishly,devilishly,negative
1128,devilment,kahayupan,negative
1129,devilry,katusuhan,negative
1130,devious,palihis,negative
1131,deviously,deviously,negative
1132,deviousness,kalihisan,negative
1133,devoid,walang wala,negative
1134,devote,pag-ukulan,positive
1135,devoted,maalalahanin,positive
1136,devotee,taong madasalin,positive
1137,devotion,malasakit,positive
1138,dexterous,mahusay ang kamay,positive
1139,dexterously,dexterously,positive
1140,dextrous,mahusay ang kamay,positive
1141,diabolic,parang demonyo,negative
1142,diabolical,parang demonyo,negative
1143,diabolically,diabolically,negative
1144,diametrically,sa haba ng dyametro,negative
1145,diatribe,talumpating umaatake sa kapwa,negative
1146,diatribes,diatribes,negative
1147,difficulty,paghihirap,negative
1148,diffidence,pagkakimi,negative
1149,dignified,marangal,positive
1150,dignity,karangalan,positive
1151,digress,lumihis sa pinag-uusapan,negative
1152,dilapidated,gula-gulanit,negative
1153,dilly-dally,magpatayung-tayong,negative
1154,dim,hindi maliwanag,negative
1155,dire,katakut-takot,negative
1156,direly,direly,negative
1157,direness,direness,negative
1158,disaccord,hindi sumang-ayon,negative
1159,disadvantage,katalunan,negative
1160,disadvantageous,hindi mabuti,negative
1161,disaffect,disaffect,negative
1162,disaffected,hindi nasisiyahan,negative
1163,disaffirm,tumanggi,negative
1164,disagree,hindi sumang-ayon,negative
1165,disagreeable,mainit ang ulo,negative
1166,disagreeably,disagreeably,negative
1167,disagreement,hindi pagkakaintindihan,negative
1168,disallow,hindi pahintulutan,negative
1169,disappoint,biguin,negative
1170,disappointed,nabigo,negative
1171,disappointing,disappointing,negative
1172,disappointingly,disappointingly,negative
1173,disappointment,pagkabigo,negative
1174,disapprobation,pagsalungat,negative
1175,disapproval,hindi pagsang-ayon,negative
1176,disapprove,hindi pagtibayin,negative
1177,disapproving,hindi pag-apruba,negative
1178,disarray,pagkakagulo,negative
1179,disaster,sakuna,negative
1180,disastrous,mapaminsala,negative
1181,disastrously,disastrously,negative
1182,disavow,ayaw umamin,negative
1183,disavowal,pagtanggi,negative
1184,disbelief,kawalang-paniwala,negative
1185,disbelieve,ayaw maniwala,negative
1186,disbeliever,disbeliever,negative
1187,discern,pagwariin,neutral
1188,discerning,marunong makita ang kaibhan,positive
1189,disclaim,magkaila,negative
1190,discombobulate,discombobulate,negative
1191,discomfit,mapahiya,negative
1192,discomfititure,discomfititure,negative
1193,disconcert,mapahiya,negative
1194,disconcerted,hindi mapalagay,negative
1195,disconcerting,disconcerting,negative
1196,disconcertingly,disconcertingly,negative
1197,disconsolate,walang sigla,negative
1198,disconsolately,disconsolately,negative
1199,disconsolation,disconsolation,negative
1200,discontent,kawalang-kasiyahan,negative
1201,discontented,nayayamot,negative
1202,discontentedly,nang walang kasiyahan,negative
1203,discontinuity,pagpigil,negative
1204,discord,hindi magkasundo,negative
1205,discordance,kawalan ng kasunduan,negative
1206,discordant,hindi magkakatugma,negative
1207,discountenance,ayaw sumang-ayon,negative
1208,discourage,pahinain ang loob,negative
1209,discouragement,kawalang pag-asa,negative
1210,discouraging,nakapanghihina ng loob,negative
1211,discouragingly,discouragingly,negative
1212,discourteous,walang galang,negative
1213,discourteously,discourteously,negative
1214,discredit,kasiraan ng puri,negative
1215,discriminatory,maselan,negative
1216,disdain,mang-aba,negative
1217,disdainful,mapanlibak,negative
1218,disdainfully,disdainfully,negative
1219,disfavor,hindi sumang-ayon,negative
1220,disgrace,kahihiyan,negative
1221,disgraced,desgrasyado,negative
1222,disgraceful,kahiya-hiya,negative
1223,disgracefully,disgracefully,negative
1224,disgruntle,manggalit,negative
1225,disgruntled,masama ang loob,negative
1226,disgust,makasawa,negative
1227,disgusted,naiinis,negative
1228,disgustedly,disgustedly,negative
1229,disgustful,nakaiinis,negative
1230,disgustfully,disgustfully,negative
1231,disgusting,kasumpa-sumpa,negative
1232,disgustingly,disgustingly,negative
1233,dishearten,mawalan ng pag-asa,negative
1234,disheartening,disheartening,negative
1235,dishearteningly,dishearteningly,negative
1236,dishonest,hindi tapat,negative
1237,dishonestly,dishonestly,negative
1238,dishonesty,pagbubulaan,negative
1239,dishonor,siraan ng puri,negative
1240,dishonorable,kahiya-hiya,negative
1241,dishonorablely,dishonorablely,negative
1242,disillusion,magbago ng maling akala,negative
1243,disillusioned,disillusioned,negative
1244,disinclination,kawalan ng nais,negative
1245,disinclined,walang gusto,negative
1246,disingenuous,hindi matapat,negative
1247,disingenuously,disingenuously,negative
1248,disinterest,kawalan ng interes,negative
1249,disinterested,walang pag-iimbot,negative
1250,dislike,pag-ayaw,negative
1251,disloyal,taksil,negative
1252,disloyalty,pagtataksil,negative
1253,dismal,mamanglaw,negative
1254,dismally,dismally,negative
1255,dismalness,dismalness,negative
1256,dismay,masiraan ng loob,negative
1257,dismayed,dismayed,negative
1258,dismaying,dismaying,negative
1259,dismayingly,dismayingly,negative
1260,dismissive,dismissive,negative
1261,dismissively,dismissively,negative
1262,disobedience,pagsuway,negative
1263,disobedient,hindi masunurin,negative
1264,disobey,sumuway,negative
1265,disown,magtakwil,negative
1266,disorganized,ginulo,negative
1267,disorient,tumaranta,negative
1268,disoriented,disoriented,negative
1269,disparage,maliitin,negative
1270,disparaging,nanghahamak,negative
1271,disparagingly,disparagingly,negative
1272,dispirit,pahinain ang loob,negative
1273,dispirited,malungkot,negative
1274,dispiritedly,dispiritedly,negative
1275,dispiriting,dispiriting,negative
1276,displease,magpasama ng loob,negative
